預註冊閘門通過：DECISION_20260904_R461_LCB3_REPLICATION_PREREG.md 授權 g_r461_lcb3_three_arm
189 題（lcb3　offset=0　題序 [0, 189)）　輸出 runs/g_r461_lcb3_three_arm
── 量具驗證（先答已知答案）
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
── 模型池：6 個 agent／1 個模型家族
  [OFF5 126/189] 需求符合=True 接受=True 累計呼叫=630
  [OFF 127/189] 需求符合=False 接受=True 累計呼叫=127
  [CONFORM 127/189] 需求符合=False 接受=True 累計呼叫=202
  [OFF5 127/189] 需求符合=False 接受=True 累計呼叫=635
  [OFF 128/189] 需求符合=True 接受=True 累計呼叫=128
  [CONFORM 128/189] 需求符合=True 接受=True 累計呼叫=203
  [OFF5 128/189] 需求符合=True 接受=True 累計呼叫=640
  [OFF 129/189] 需求符合=True 接受=True 累計呼叫=129
  [CONFORM 129/189] 需求符合=True 接受=True 累計呼叫=204
  [OFF5 129/189] 需求符合=False 接受=True 累計呼叫=645
  [OFF 130/189] 需求符合=True 接受=True 累計呼叫=130
  [CONFORM 130/189] 需求符合=True 接受=True 累計呼叫=205
  [OFF5 130/189] 需求符合=True 接受=True 累計呼叫=650
  [OFF 131/189] 需求符合=True 接受=True 累計呼叫=131
  [CONFORM 131/189] 需求符合=True 接受=True 累計呼叫=206
  [OFF5 131/189] 需求符合=True 接受=True 累計呼叫=655
  [OFF 132/189] 需求符合=True 接受=True 累計呼叫=132
  [CONFORM 132/189] 需求符合=True 接受=True 累計呼叫=207
  [OFF5 132/189] 需求符合=True 接受=True 累計呼叫=660
  [OFF 133/189] 需求符合=True 接受=True 累計呼叫=133
  [CONFORM 133/189] 需求符合=True 接受=True 累計呼叫=209
  [OFF5 133/189] 需求符合=True 接受=True 累計呼叫=665
  [OFF 134/189] 需求符合=True 接受=True 累計呼叫=134
  [CONFORM 134/189] 需求符合=True 接受=True 累計呼叫=210
  [OFF5 134/189] 需求符合=True 接受=True 累計呼叫=670
  [OFF 135/189] 需求符合=False 接受=True 累計呼叫=135
  [CONFORM 135/189] 需求符合=False 接受=True 累計呼叫=211
  [OFF5 135/189] 需求符合=False 接受=True 累計呼叫=675
  [OFF 136/189] 需求符合=True 接受=True 累計呼叫=136
  [CONFORM 136/189] 需求符合=True 接受=True 累計呼叫=212
  [OFF5 136/189] 需求符合=True 接受=True 累計呼叫=680
  [OFF 137/189] 需求符合=True 接受=True 累計呼叫=137
  [CONFORM 137/189] 需求符合=True 接受=True 累計呼叫=213
  [OFF5 137/189] 需求符合=True 接受=True 累計呼叫=685
  [OFF 138/189] 需求符合=True 接受=True 累計呼叫=138
  [CONFORM 138/189] 需求符合=True 接受=True 累計呼叫=214
  [OFF5 138/189] 需求符合=True 接受=True 累計呼叫=690
  [OFF 139/189] 需求符合=True 接受=True 累計呼叫=139
  [CONFORM 139/189] 需求符合=True 接受=True 累計呼叫=215
  [OFF5 139/189] 需求符合=True 接受=True 累計呼叫=695
  [OFF 140/189] 需求符合=True 接受=True 累計呼叫=140
  [CONFORM 140/189] 需求符合=True 接受=True 累計呼叫=216
  [OFF5 140/189] 需求符合=True 接受=True 累計呼叫=700
  [OFF 141/189] 需求符合=True 接受=True 累計呼叫=141
  [CONFORM 141/189] 需求符合=True 接受=True 累計呼叫=217
  [OFF5 141/189] 需求符合=True 接受=True 累計呼叫=705
  [OFF 142/189] 需求符合=True 接受=True 累計呼叫=142
  [CONFORM 142/189] 需求符合=False 接受=False 累計呼叫=222
  [OFF5 142/189] 需求符合=True 接受=True 累計呼叫=710
  [OFF 143/189] 需求符合=True 接受=True 累計呼叫=143
  [CONFORM 143/189] 需求符合=True 接受=True 累計呼叫=223
  [OFF5 143/189] 需求符合=True 接受=True 累計呼叫=715
  [OFF 144/189] 需求符合=False 接受=True 累計呼叫=144
  [CONFORM 144/189] 需求符合=True 接受=True 累計呼叫=224
  [OFF5 144/189] 需求符合=True 接受=True 累計呼叫=720
  [OFF 145/189] 需求符合=True 接受=True 累計呼叫=145
  [CONFORM 145/189] 需求符合=True 接受=True 累計呼叫=225
  [OFF5 145/189] 需求符合=True 接受=True 累計呼叫=725
  [OFF 146/189] 需求符合=True 接受=True 累計呼叫=146
  [CONFORM 146/189] 需求符合=True 接受=True 累計呼叫=226
  [OFF5 146/189] 需求符合=True 接受=True 累計呼叫=730
  [OFF 147/189] 需求符合=True 接受=True 累計呼叫=147
  [CONFORM 147/189] 需求符合=True 接受=True 累計呼叫=227
  [OFF5 147/189] 需求符合=True 接受=True 累計呼叫=735
  [OFF 148/189] 需求符合=True 接受=True 累計呼叫=148
  [CONFORM 148/189] 需求符合=True 接受=True 累計呼叫=228
  [OFF5 148/189] 需求符合=True 接受=True 累計呼叫=740
  [OFF 149/189] 需求符合=False 接受=True 累計呼叫=149
  [CONFORM 149/189] 需求符合=True 接受=True 累計呼叫=230
  [OFF5 149/189] 需求符合=True 接受=True 累計呼叫=745
  [OFF 150/189] 需求符合=True 接受=True 累計呼叫=150
  [CONFORM 150/189] 需求符合=True 接受=True 累計呼叫=231
  [OFF5 150/189] 需求符合=False 接受=True 累計呼叫=750
  [OFF 151/189] 需求符合=True 接受=True 累計呼叫=151
  [CONFORM 151/189] 需求符合=True 接受=True 累計呼叫=232
  [OFF5 151/189] 需求符合=True 接受=True 累計呼叫=755
  [OFF 152/189] 需求符合=True 接受=True 累計呼叫=152
  [CONFORM 152/189] 需求符合=True 接受=True 累計呼叫=233
  [OFF5 152/189] 需求符合=True 接受=True 累計呼叫=760
  [OFF 153/189] 需求符合=True 接受=True 累計呼叫=153
  [CONFORM 153/189] 需求符合=True 接受=True 累計呼叫=234
  [OFF5 153/189] 需求符合=True 接受=True 累計呼叫=765
  [OFF 154/189] 需求符合=True 接受=True 累計呼叫=154
  [CONFORM 154/189] 需求符合=True 接受=True 累計呼叫=235
  [OFF5 154/189] 需求符合=True 接受=True 累計呼叫=770
  [OFF 155/189] 需求符合=True 接受=True 累計呼叫=155
  [CONFORM 155/189] 需求符合=True 接受=True 累計呼叫=238
  [OFF5 155/189] 需求符合=True 接受=True 累計呼叫=775
  [OFF 156/189] 需求符合=False 接受=True 累計呼叫=156
  [CONFORM 156/189] 需求符合=False 接受=False 累計呼叫=243
  [OFF5 156/189] 需求符合=False 接受=True 累計呼叫=780
  [OFF 157/189] 需求符合=True 接受=True 累計呼叫=157
  [CONFORM 157/189] 需求符合=True 接受=True 累計呼叫=244
  [OFF5 157/189] 需求符合=True 接受=True 累計呼叫=785
  [OFF 158/189] 需求符合=False 接受=True 累計呼叫=158
  [CONFORM 158/189] 需求符合=False 接受=True 累計呼叫=245
  [OFF5 158/189] 需求符合=False 接受=True 累計呼叫=790
  [OFF 159/189] 需求符合=True 接受=True 累計呼叫=159
  [CONFORM 159/189] 需求符合=True 接受=True 累計呼叫=246
  [OFF5 159/189] 需求符合=True 接受=True 累計呼叫=795
  [OFF 160/189] 需求符合=True 接受=True 累計呼叫=160
  [CONFORM 160/189] 需求符合=True 接受=True 累計呼叫=247
  [OFF5 160/189] 需求符合=True 接受=True 累計呼叫=800
  [OFF 161/189] 需求符合=True 接受=True 累計呼叫=161
  [CONFORM 161/189] 需求符合=True 接受=True 累計呼叫=248
  [OFF5 161/189] 需求符合=True 接受=True 累計呼叫=805
  [OFF 162/189] 需求符合=True 接受=True 累計呼叫=162
  [CONFORM 162/189] 需求符合=True 接受=True 累計呼叫=249
  [OFF5 162/189] 需求符合=True 接受=True 累計呼叫=810
  [OFF 163/189] 需求符合=True 接受=True 累計呼叫=163
  [CONFORM 163/189] 需求符合=True 接受=True 累計呼叫=250
  [OFF5 163/189] 需求符合=True 接受=True 累計呼叫=815
  [OFF 164/189] 需求符合=True 接受=True 累計呼叫=164
  [CONFORM 164/189] 需求符合=True 接受=True 累計呼叫=251
  [OFF5 164/189] 需求符合=True 接受=True 累計呼叫=820
  [OFF 165/189] 需求符合=True 接受=True 累計呼叫=165
  [CONFORM 165/189] 需求符合=False 接受=True 累計呼叫=252
  [OFF5 165/189] 需求符合=True 接受=True 累計呼叫=825
  [OFF 166/189] 需求符合=False 接受=True 累計呼叫=166
  [CONFORM 166/189] 需求符合=False 接受=True 累計呼叫=254
  [OFF5 166/189] 需求符合=False 接受=True 累計呼叫=830
  [OFF 167/189] 需求符合=True 接受=True 累計呼叫=167
  [CONFORM 167/189] 需求符合=True 接受=True 累計呼叫=255
  [OFF5 167/189] 需求符合=True 接受=True 累計呼叫=835
  [OFF 168/189] 需求符合=True 接受=True 累計呼叫=168
  [CONFORM 168/189] 需求符合=True 接受=True 累計呼叫=256
  [OFF5 168/189] 需求符合=True 接受=True 累計呼叫=840
  [OFF 169/189] 需求符合=False 接受=True 累計呼叫=169
  [CONFORM 169/189] 需求符合=False 接受=False 累計呼叫=261
  [OFF5 169/189] 需求符合=True 接受=True 累計呼叫=845
  [OFF 170/189] 需求符合=True 接受=True 累計呼叫=170
  [CONFORM 170/189] 需求符合=True 接受=True 累計呼叫=262
  [OFF5 170/189] 需求符合=True 接受=True 累計呼叫=850
  [OFF 171/189] 需求符合=False 接受=True 累計呼叫=171
  [CONFORM 171/189] 需求符合=False 接受=True 累計呼叫=264
  [OFF5 171/189] 需求符合=False 接受=True 累計呼叫=855
  [OFF 172/189] 需求符合=True 接受=True 累計呼叫=172
  [CONFORM 172/189] 需求符合=True 接受=True 累計呼叫=265
  [OFF5 172/189] 需求符合=True 接受=True 累計呼叫=860
  [OFF 173/189] 需求符合=True 接受=True 累計呼叫=173
  [CONFORM 173/189] 需求符合=True 接受=True 累計呼叫=267
  [OFF5 173/189] 需求符合=True 接受=True 累計呼叫=865
  [OFF 174/189] 需求符合=False 接受=True 累計呼叫=174
  [CONFORM 174/189] 需求符合=True 接受=True 累計呼叫=271
  [OFF5 174/189] 需求符合=True 接受=True 累計呼叫=870
  [OFF 175/189] 需求符合=True 接受=True 累計呼叫=175
  [CONFORM 175/189] 需求符合=True 接受=True 累計呼叫=272
  [OFF5 175/189] 需求符合=True 接受=True 累計呼叫=875
  [OFF 176/189] 需求符合=True 接受=True 累計呼叫=176
  [CONFORM 176/189] 需求符合=True 接受=True 累計呼叫=273
  [OFF5 176/189] 需求符合=True 接受=True 累計呼叫=880
  [OFF 177/189] 需求符合=True 接受=True 累計呼叫=177
  [CONFORM 177/189] 需求符合=False 接受=False 累計呼叫=278
  [OFF5 177/189] 需求符合=False 接受=True 累計呼叫=885
  [OFF 178/189] 需求符合=True 接受=True 累計呼叫=178
  [CONFORM 178/189] 需求符合=True 接受=True 累計呼叫=279
  [OFF5 178/189] 需求符合=True 接受=True 累計呼叫=890
  [OFF 179/189] 需求符合=True 接受=True 累計呼叫=179
  [CONFORM 179/189] 需求符合=True 接受=True 累計呼叫=280
  [OFF5 179/189] 需求符合=True 接受=True 累計呼叫=895
  [OFF 180/189] 需求符合=False 接受=True 累計呼叫=180
  [CONFORM 180/189] 需求符合=False 接受=True 累計呼叫=281
  [OFF5 180/189] 需求符合=False 接受=True 累計呼叫=900
  [OFF 181/189] 需求符合=True 接受=True 累計呼叫=181
  [CONFORM 181/189] 需求符合=True 接受=True 累計呼叫=282
  [OFF5 181/189] 需求符合=True 接受=True 累計呼叫=905
  [OFF 182/189] 需求符合=True 接受=True 累計呼叫=182
  [CONFORM 182/189] 需求符合=True 接受=True 累計呼叫=283
  [OFF5 182/189] 需求符合=True 接受=True 累計呼叫=910
  [OFF 183/189] 需求符合=True 接受=True 累計呼叫=183
  [CONFORM 183/189] 需求符合=True 接受=True 累計呼叫=284
  [OFF5 183/189] 需求符合=True 接受=True 累計呼叫=915
  [OFF 184/189] 需求符合=True 接受=True 累計呼叫=184
  [CONFORM 184/189] 需求符合=True 接受=True 累計呼叫=285
  [OFF5 184/189] 需求符合=True 接受=True 累計呼叫=920
  [OFF 185/189] 需求符合=False 接受=True 累計呼叫=185
  [CONFORM 185/189] 需求符合=True 接受=True 累計呼叫=288
  [OFF5 185/189] 需求符合=True 接受=True 累計呼叫=925
  [OFF 186/189] 需求符合=True 接受=True 累計呼叫=186
  [CONFORM 186/189] 需求符合=True 接受=True 累計呼叫=289
  [OFF5 186/189] 需求符合=True 接受=True 累計呼叫=930
  [OFF 187/189] 需求符合=False 接受=True 累計呼叫=187
  [CONFORM 187/189] 需求符合=True 接受=True 累計呼叫=290
  [OFF5 187/189] 需求符合=True 接受=True 累計呼叫=935
  [OFF 188/189] 需求符合=True 接受=True 累計呼叫=188
  [CONFORM 188/189] 需求符合=True 接受=True 累計呼叫=292
  [OFF5 188/189] 需求符合=True 接受=True 累計呼叫=940
  [OFF 189/189] 需求符合=True 接受=True 累計呼叫=189
  [CONFORM 189/189] 需求符合=True 接受=True 累計呼叫=293
  [OFF5 189/189] 需求符合=True 接受=True 累計呼叫=945
── OFF: {"tasks": 189, "calls": 189, "infra_void": 0, "complete": true, "terminal": true, "processed": 189, "accepted": 189, "accepted_and_meets_demand": 137, "demand_equals_output_rate": 0.7248677248677249, "coverage": 1.0, "correct_delivery_rate": 0.7248677248677249, "raw_final_accuracy": 0.7248677248677249, "calls_per_task": 1.0, "calls_per_correct_delivery": 1.3795620437956204, "leaked": 52, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 189, "p50": 23000, "p95": 134168, "max": 400263}, "by_role": {"gen": {"n": 189, "p50": 23000, "p95": 134168, "max": 400263}}, "failed_attempts": 2}, "wall_s": 8527.0, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 189, "calls": 293, "infra_void": 0, "complete": true, "terminal": true, "processed": 189, "accepted": 174, "accepted_and_meets_demand": 152, "demand_equals_output_rate": 0.8735632183908046, "coverage": 0.9206349206349206, "correct_delivery_rate": 0.8042328042328042, "raw_final_accuracy": 0.8042328042328042, "calls_per_task": 1.5502645502645502, "calls_per_correct_delivery": 1.9276315789473684, "leaked": 22, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 293, "p50": 26605, "p95": 149110, "max": 410553}, "by_role": {"gen": {"n": 293, "p50": 26605, "p95": 149110, "max": 410553}}, "failed_attempts": 10}, "wall_s": 18214.7, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 189, "calls": 945, "infra_void": 0, "complete": true, "terminal": true, "processed": 189, "accepted": 189, "accepted_and_meets_demand": 149, "demand_equals_output_rate": 0.7883597883597884, "coverage": 1.0, "correct_delivery_rate": 0.7883597883597884, "raw_final_accuracy": 0.7883597883597884, "calls_per_task": 5.0, "calls_per_correct_delivery": 6.342281879194631, "leaked": 40, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 945, "p50": 21547, "p95": 110471, "max": 533933}, "by_role": {"gen": {"n": 945, "p50": 21547, "p95": 110471, "max": 533933}}, "failed_attempts": 16}, "wall_s": 38432.5, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r461_lcb3_three_arm/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
